NAME,LABEL,Z
ZTF22aaboeex,SN Ia,0.09
ZTF22aaahghb,SN Ia,0.05
ZTF22aaahtqz,TDE,0.03782
ZTF18aaeipng,SN IIb,0.017
ZTF22aacmgox,SN Ia,0.028206
ZTF21acrbbwi,SLSN-I,0.2491
ZTF21abtorlk,SN IIn,0.031
ZTF22aacagjm,SN Ia,0.094
ZTF22aabrffl,SN Ia-91T-like,0.05
ZTF22aabzjge,SN Ia,0.086
ZTF22aaabpqn,SN II,0.038287
ZTF22aaaffxq,SN Ia,0.079
ZTF22aaaihgr,TDE,0.062
ZTF22aacdlkc,SN Ia,0.08
ZTF22aaaivuk,SN Ib,0.064
ZTF21aciubsk,Other,-1.0
ZTF21acqvuyb,SLSN-II,0.229
ZTF22aacrwal,SN Ia-91T-like,0.07
ZTF19ackiwff,SLSN-II,0.403
ZTF22aacmgor,SN Ia,0.054
ZTF20acnznms,SLSN-II,0.204
ZTF19ackzvdp,SLSN-II,0.3035
ZTF19acblhej,SLSN-II,0.202
ZTF22aacilhr,SN Ia,0.028617
ZTF22aaafbma,SN IIP,0.02209
ZTF21aabiipy,TDE,0.152
ZTF22aaaoiaz,SN Ia,0.025
ZTF22aaahklt,SN Ia,0.081
ZTF18aaqzhib,AGN,0.062
ZTF22aabwrov,SN Ia,0.079
ZTF22aabomyi,SLSN-II,0.188
ZTF18aasypqx,SN Ia-91T-like,0.073
ZTF22aaaowlo,SN II,0.024193
ZTF21aalkhot,SLSN-I,0.051
ZTF22aaaooyv,SN II,0.01
ZTF22aaaehzu,SN II,0.015
ZTF18adbzccu,AGN,0.654
ZTF22aaaqwar,SN Ia,0.035
ZTF22aabwfvz,SN Ia,0.069
ZTF19aalfyyn,AGN,0.154
ZTF22aaahhbo,SN II,0.045
ZTF22aaajrdf,SN Ia-91bg-like,0.0369
ZTF22aaafjir,SN II,0.03468
ZTF20aanzldk,AGN,0.053
ZTF22aaagrex,SN Ia,0.07
ZTF22aaahuly,SN Ic-BL,0.042
ZTF22aabbfre,SN Ia,0.064
ZTF22aaaltnx,SN Ia,0.061
ZTF22aaaivxh,SN Ia,0.075
ZTF22aaarcds,SN Ia,0.05038
ZTF22aaahesb,SN II,0.020954
ZTF21aaqawpd,SLSN-I,0.24
ZTF22aaajqyk,SN Ia,0.14
ZTF18aaiwewk,SN Ia,0.087
ZTF22aaafcvd,SN Ia,0.07
ZTF22aaajife,SN Ia,0.06
ZTF22aaaifcx,SN II,0.043
ZTF21acmrdga,SN IIb,0.034
ZTF21acjniho,SN Ia-91T-like,0.043
ZTF22aaafmzj,SN Ia,0.09
ZTF22aaafgdl,SN Ia,0.032726
ZTF22aaaoxsl,SN Ia,0.045
ZTF22aaaxiru,SN Ia,0.071
ZTF22aaagxuu,SN Ia,0.072
ZTF22aaagtej,SN II,0.016
ZTF22aaaepgu,SN Ibn,0.05
ZTF22aaagrce,SN Ib,0.035
ZTF22aaaffer,SN Ia,0.074735
ZTF18abwztji,SN Ia,0.058515
ZTF22aaaehtn,SN II,0.022
ZTF22aaaepao,SN II,0.024775
ZTF22aaavmst,SN Ia,0.04
ZTF21acedzag,SN Ia,0.08
ZTF22aaafpbi,SN II,0.02
ZTF21abzlujs,SN Ia,0.036294
ZTF22aaajuya,SN Ia,0.051
ZTF22aaafdpd,SN Ia,0.05595
ZTF18acbwazl,SN Ic-Ca-rich,0.0076
ZTF22aaafqzd,SN Ia,0.0707
ZTF22aaagvyp,SN Ia,0.084
ZTF22aaajcft,SN Ia,0.06
ZTF22aaafdrn,SN Ia,0.06
ZTF22aaabmmc,SN II,0.037
ZTF22aaacswh,SN Ia,0.0489
ZTF22aaaedvr,SN II,0.022866
ZTF21abxngcz,TDE,0.286
ZTF22aaafkvn,SN Ic,0.015
ZTF22aaajhqk,SN Ia,0.062
ZTF22aaafohf,SN Ia,0.03
ZTF22aaacxkp,SN II,0.007979
ZTF22aaacnmh,SN II,0.02
ZTF22aafbaui,SN Ia,0.015
ZTF22aaafdwm,SN Ia,0.03
ZTF22aaaikzg,SN Ia,0.054
ZTF20abqkbfx,SN Ia-CSM,0.0964
ZTF22aaaepck,SN II,0.038587
ZTF22aaanfhy,SN II,0.013
ZTF22aaaepob,SN Ia-91T-like,0.06
ZTF22aaaefgq,SN II,0.043571
ZTF21acbxtqq,SN Ia,0.046
ZTF22aaabnan,SN Ia,0.055
ZTF20abshfkf,AGN,0.24
ZTF22aaaeibb,SN Ia,0.066
ZTF22aaagxnb,SN Ia,0.04
ZTF22aaacpav,SN Ia,0.04
ZTF22aaabzju,SN IIn,0.0215
ZTF22aaabnwa,SN Ia,0.036
ZTF21acaqdee,SN IIP,0.0053
ZTF22aaailga,SN Ia,0.044
ZTF22aaaeeva,SN Ia,0.035
ZTF21aclyyfm,SN II,0.004897
ZTF22aaajbnz,SN IIn,0.035
ZTF21acjjwmj,SN Ia,0.065
ZTF21acjxjpu,SN Ic,0.03
ZTF21ackwihz,SN Ia,0.029
ZTF19aantokv,SLSN-I,0.404
ZTF18abszecm,SLSN-I,0.4373
ZTF18abrzcbp,SLSN-I,0.32
ZTF18aazgrfl,SLSN-I,0.434
ZTF21acjglei,SN II,0.018176
ZTF21acldmwy,SN Ia,0.11
ZTF21acmtqzi,SN Ia,0.057785
ZTF21acoqncy,SN Ia,0.0735
ZTF21acmfxkc,SN IIn,0.039
ZTF21acjvgxg,SN Ia,0.087
ZTF21ackonrq,SN Ia,0.084
ZTF21ackqbow,SN Ia,0.037396
ZTF20ackzfvn,SN II,0.017
ZTF21ackeofr,SN Ia,0.065
ZTF21acjtxgr,SN Ia-91T-like,0.044
ZTF21acjefpt,SN Ia,0.103
ZTF21acjxsrf,SN Ia,0.089
ZTF21acizrpw,SN Ia,0.029
ZTF21achducl,SN IIn,0.069
ZTF21acionva,SN Ia,0.071
ZTF21acitbcw,SN I,0.022462
ZTF21acirtph,SN Ia,0.101
ZTF21acjgafq,SN Ia,0.049658
ZTF21aciuvmg,SN Ia,0.076
ZTF21acizsaz,SN Ia,0.085
ZTF21aciuhqw,SN Ic-BL,0.045
ZTF21acisqde,SN Ia,0.084
ZTF21acimjvp,SN Ia,0.047
ZTF21acilvjb,SN Ia,0.07597
ZTF21acinvvh,SN Ia,0.0675
ZTF21achyvno,SN Ia,0.066
ZTF18aawitry,SN Ia,0.089
ZTF21achgfbk,SN Ib,0.036
ZTF21achxlkq,SN Ia,0.014
ZTF21achhwdz,SN Ia,0.041
ZTF21achfddh,SN IIn,0.07
ZTF21achdxdn,SN Ia-91T-like,0.071
ZTF21acgyciq,SN Ia-91T-like,0.09
ZTF21acfigoo,SN Ia,0.062
ZTF20aaprrgg,SN Ia,0.087
ZTF21acguaen,SN II,0.023
ZTF21acfgjiw,SN Ia,0.037
ZTF21acfslmr,SN Ia,0.069906
ZTF21acermmd,SN Ia,0.026
ZTF21acfcthx,SN Ia,0.091
ZTF21aceaiqm,SN Ia,0.097
ZTF21acdxhuv,SN Ib,0.015
ZTF21acctrsp,SN Ia,0.09
ZTF21acdbcxy,SN II,0.059
ZTF21accwovq,SLSN-I,0.117
ZTF21accteto,SN Ia,0.093166
ZTF21acciklh,SN Ia,0.04
ZTF21acclizu,SN Ia,0.045
ZTF21accgsbf,SN IIn,0.093
ZTF21acafsjy,SN Ia,0.097
ZTF21acbntop,SN Ia,0.06744
ZTF21acbgcma,SN Ia,0.05239
ZTF21acaszik,SN Ia,0.068
ZTF21abzbuvf,SN Ia,0.1
ZTF21abzithf,SN Ia,0.096
ZTF21abzadod,SN Ia,0.068
ZTF21abzbwfo,SN II,0.22
ZTF21abwujwt,SLSN-I,0.13
ZTF21abwxhje,SN Ia,0.08
ZTF21abvttgb,SN Ia,0.11
ZTF21abuwmgy,SN Ia,0.13
ZTF21abwurky,SN Ia,0.052334
ZTF21abxnghi,SN Ia,0.046
ZTF21abwdzio,SN Ia,0.063
ZTF21abtgbwr,SN Ia,0.083
ZTF21abvhxyk,SN Ia,0.068
ZTF21abvrpgs,SN Ia,0.08
ZTF21abvtuir,SN Ia,0.057216
ZTF21abvtynt,SN II,0.0633
ZTF21abvuttc,SN Ia,0.067
ZTF21abvcarc,SN Ia,0.022609
ZTF21abufayv,SN Ia,0.085
ZTF21abuvqoi,SN Ia,0.11
ZTF21abuguyw,SN II,0.0718
ZTF21abuetwv,SN Ia,0.096
ZTF21abtxglm,SN Ia,0.0545
ZTF21abrpkzp,SN Ia,0.085
ZTF21abrxwvv,SN Ia,0.093
ZTF21abrylwg,SN Ia,0.099
ZTF21abrzsol,SN Ia,0.033
ZTF21abqixak,SN Ia,0.098
ZTF21abrpoaq,SN Ia,0.103
ZTF21abrofrx,SN Ia,0.09
ZTF21abqftqr,SN Ia,0.02824
ZTF21abpapvy,SN Ia,0.088
ZTF21abouxex,SN II,0.031
ZTF21abmwghp,SN Ia,0.072
ZTF21abmwmnp,SN Ia,0.096
ZTF21abmjgwf,SN Ic-BL,0.07
ZTF21abjhiqp,SN IIn,0.069
ZTF21abkiefj,SN Ia-91T-like,0.08
ZTF21abhtkiy,SN Ia,0.076
ZTF21abtcgoh,SN II,0.002
ZTF21abgzlyi,SN Ia,0.059
ZTF21abflhkz,SN II,0.032
ZTF21abflmkk,SN Ia,0.057
ZTF21abezlqc,SN Ia,0.041
ZTF21abcixor,SN II,0.033
ZTF20acxmxtu,SN IIn,0.121
ZTF21aciobmz,SN IIP,0.02
ZTF21achltea,SN II,0.04
ZTF21acdmwae,SN Ia-SC,0.0266
ZTF21acafwof,SN Ia,0.0425489992
ZTF21acaspdb,SN Ia,0.060653
ZTF21abzgzvs,SN Ia,0.051
ZTF21abwrujq,CV,-1.0
ZTF21abvyxfs,SN Ia,0.099
ZTF21abpmlxu,SN IIn,0.054
ZTF18acbygcu,SN Ia,0.036
ZTF21abiacoi,SN Ia,0.061
ZTF21abamotd,SN Ia,0.071
ZTF21acincqb,SN Ia-91bg-like,0.018086
ZTF21acgqhru,SN II,0.015245
ZTF21acgpjbx,SN II,0.028
ZTF21acdvban,SN Ia,0.102
ZTF21acaranm,Other,0.15
ZTF21acbfuwk,Other,0.102
ZTF21abxpinb,SN Ia,0.095
ZTF21abyqrli,SN IIb,0.02925
ZTF21abvtfxn,SN Ia,0.067
ZTF21abvicne,SN Ia,0.0426
ZTF21abvdyoj,SN Ia,0.112
ZTF21abraccv,SN Ic,0.019046
ZTF21abplhpw,SN Ib,0.035
ZTF21abouuat,SN II,0.01718
ZTF21ablrhtk,SN Ia,0.058086
ZTF21abiuvdk,SN Ia,0.003506
ZTF21aclcfej,SN II,0.029635
ZTF21aceqrju,SN II,0.156
ZTF21abybgjx,SN Ia,0.044678
ZTF21abiblpl,SN II,0.027365
ZTF21ackwgzm,SN Ia,0.110755
ZTF21acjvcre,SN Ia-pec,0.09
ZTF21acjrfhr,SN Ia,0.084
ZTF21aciwkzc,SN Ia,0.0601
ZTF21acidhhs,SN Ia,0.076916
ZTF21acipbwd,SN Ia,0.094
ZTF21achzpyc,SN Ia,0.075
ZTF21abtsoky,SN Ia,0.085
ZTF21acdalyp,SN Ia-91T-like,0.0374369994
ZTF21acbnfos,SN Ic-BL,0.02825
ZTF21abylukk,SN Ia,0.082
ZTF21abxdact,SN Ia,0.04
ZTF21abukrln,SN Ia,0.08
ZTF21abqmrun,SN II,0.036
ZTF21abpmirq,SN Ia,0.14
ZTF19acykjad,SN Ia,0.08
ZTF21aclmgzk,SN IIP,0.017522
ZTF21acpkzcc,SN IIn-pec,0.007
ZTF21abtephz,SN II,0.0228049997
ZTF21aceehxt,SN Ib,0.013096
ZTF21abwzpgf,SN Ia,0.0375690013
ZTF21aclhsxb,SN Ia,0.033
ZTF21acjgqjl,SN Ia,0.049511
ZTF21abrluay,SN II,0.025
ZTF21abqmrtm,SN II,0.03347
ZTF21acjoskd,SN II,0.002843
ZTF21acdtosh,SN Ia,0.08137
ZTF21acqstfo,SN Ia,0.012238
ZTF21acoqfar,SN Ia,0.075
ZTF20aanxcpf,AGN,0.083
ZTF21aclzodp,SN Ia,0.056
ZTF21acdsnsh,SN Ia,0.022
ZTF21aclzvgz,SN II,-1.0
ZTF21acgunkr,SN II,0.026
ZTF21achutuk,SN Ia,0.063
ZTF21abxowzx,AGN,0.419
ZTF21acipdhn,SN Ia,0.079
ZTF21aagolae,SN Ia,0.072074
ZTF21acoshvy,SN Ia,0.02
ZTF21acmresp,SN Ia,0.07
ZTF21acljfzt,SN Ia,0.07
ZTF21acjbedo,SN Ia,0.067
ZTF21abiwpjm,SN IIn,0.103
ZTF21acoqbfm,SN Ia,0.045
ZTF21acjvjyk,SN Ia,0.026775
ZTF21ackcxql,SN Ia,0.094
ZTF21acontmk,SN Ia,0.107
ZTF18adbbhww,SN Ia,0.084
ZTF21acjnajt,SN Ia,0.094
ZTF19acetzrc,SN Ia,0.015908
ZTF21acfabut,SN Ia,0.07318
ZTF21acjoorl,SN Ic,0.00972
ZTF21acheiti,SN IIP,0.03
ZTF19acbzdvp,SN Ia,0.103
ZTF21acjosti,SN Ia,0.088
ZTF21acjurqj,SN Ia,0.089
ZTF21ackcrao,SN Ia,0.059
ZTF21acipofv,SN Ia,0.058143
ZTF21acjnzdh,SN Ia,0.095
ZTF21ackzyzj,SN Ia,0.066
ZTF21acjjxww,SN Ia,0.08217
ZTF21acefkpy,SN Ia,0.055327
ZTF18abxoqkd,SN Ia,0.052
ZTF19abxmvcq,SN Ia,0.1
ZTF21abieuta,SN Ib,0.024
ZTF21acchbmn,SN II,0.0315
ZTF21abegynu,SN Ia-91T-like,0.082
ZTF21acjosix,SN Ia,0.102
ZTF21acjnojg,SN Ic,0.04
ZTF21acindcq,SN Ia,0.031
ZTF21achzfpg,SN Ia,0.056
ZTF21achqiue,SN Ia,0.028
ZTF21achqzub,SN Ia,0.04
ZTF21acjndeu,Galaxy,0.05
ZTF21acinyte,SN Ia,0.033745139837265
ZTF21acigjrl,SN Ia,0.07817
ZTF21acgrlmz,SN II,0.015
ZTF21acgupte,SN Ia,0.077
ZTF21acefcnp,SN Ia,0.085
ZTF21acenkuf,SN Ia,0.012319
ZTF21ackbbfs,SN Ia,0.045
ZTF21acjmvhx,SN Ic-BL,0.042
ZTF21abqxmpa,SN II,0.02
ZTF21acipmgw,SN Ia,0.067155
ZTF21acioxcf,SN II,0.027229231425611
ZTF21achdvyu,SLSN-II,0.1953
ZTF21abwtybk,SN Ia,0.06
ZTF21acjotip,SN Ia,0.079174
ZTF21acjomly,SN Ia,0.043
ZTF21acisemu,SN Ia,0.044
ZTF21ackmlae,SN Ia,0.078
ZTF21ackbkoy,SN Ia,0.031
ZTF21acjotbf,SN Ia,0.07391
ZTF21acgxypn,SN Ic-BL,0.023563
ZTF21acdwvwo,SN Ia,0.028
ZTF19aawlgne,SN II,0.030741
ZTF21acioiha,SN Ia,0.098
ZTF21achkgap,SN Ia,0.05
ZTF21achujxq,SN Ibn,0.023486
ZTF21acgtygt,SN I,0.07598
ZTF21abpyauz,SN II,0.061
ZTF21aciuhyy,SN Ia,0.097
ZTF21acjalue,SN Ia,0.06892
ZTF21aciqppd,SN Ia,0.04106478941915
ZTF21acdkydg,SN Ia,0.06
ZTF21abxtfwo,SN IIn,0.027
ZTF21ablvzhp,SN II,0.02388
ZTF21acjosnd,SN Ia,0.066197
ZTF21achiyue,SN Ia,0.09
ZTF21acgylas,SN Ia,0.078
ZTF21achaudk,SN Ia,0.0455
ZTF21acgyywa,SN II,0.055
ZTF21acgyzel,SN Ia,0.049
ZTF21acjbgok,CV,0.0
ZTF21achptrd,SN Ia,0.058
ZTF18abquxjv,SN Ia,0.074
ZTF21achutpj,SN Ia,0.058
ZTF21achjcui,SN Ia,0.054
ZTF21acfccil,SN Ia-91T-like,0.045
ZTF21achxzrj,SN Ia,0.1
ZTF21achplgf,SN Ia,0.048
ZTF21achlxxo,SN Ia,0.08145
ZTF21abpxsck,SN II,0.047
ZTF21acempzi,SN Ia,0.037
ZTF21achjwus,SN Ia,0.05212
ZTF21achqhuz,SN Ia,0.057913
ZTF21acdezwk,SN II,0.032
ZTF21aazgkjf,SN IIn,0.142
ZTF21acbphas,SN Ia,0.028
ZTF21acfajbc,SN II,0.025
ZTF21acefbte,SN Ia,0.041
ZTF21acafvhf,TDE,0.053
ZTF21acfcgnk,SN Ia,0.075
ZTF21acfgfuy,SN Ia,0.069
ZTF21aceqgbv,SN Ia,0.081
ZTF21abxnulm,SN Ia,0.075
ZTF19abstsvm,SN IIn,0.039
ZTF21acgzwsc,SN Ia,0.066
ZTF21acfqldh,SN Ia-91T-like,0.092
ZTF21achaxze,SN Ia-91T-like,0.092
ZTF21aceynlp,SN Ia,0.018913
ZTF21abvcxel,SN II,0.0099
ZTF21acgzgvm,SN Ia,0.064
ZTF21achcwnd,SN Ia-91T-like,0.12
ZTF19abkftvd,SN Ia,0.067
ZTF20acmgsfo,SLSN-II,0.27
ZTF21abourqt,SN Ia-91bg-like,0.0304
ZTF21acfflog,SN Ia,0.032246
ZTF21acehvay,SN Ia,0.055291
ZTF21abwgpgt,SN Ia,0.04
ZTF21abqtckk,Varstar,-1.0
ZTF21acdwhtf,SN Ia,0.065
ZTF21aceqhth,SN Ia,0.089
ZTF21aceepnp,SN Ia,0.016545
ZTF21abvqrln,SN Ia,0.068722
ZTF21abwcned,SN Ia,0.053
ZTF21abptxfk,SN II,0.032
ZTF21aboukxu,SN II,0.175
ZTF21acdykpb,SN Ia,0.088
ZTF21accwcrh,SN II,0.031599
ZTF21acbpdlz,SN Ia,0.047563
ZTF21abyjydm,SN Ia,0.124
ZTF21accyxid,SN IIP,0.02
ZTF21abzciqh,SN II,0.076
ZTF21acdkxcr,SN Ia,0.112
ZTF21acasloo,SN Ia,0.065
ZTF21abwzpme,SLSN-I,0.3
ZTF21acasrer,SN Ia,0.064
ZTF21acaqdnb,SN Ia,0.051
ZTF21abxmxut,SN II,0.02
ZTF21acdnnfg,SN Ia,0.068
ZTF21acdphro,SN Ia,0.053
ZTF21acdjasw,SN Ia,0.063
ZTF21acceboj,SN IIP,0.011625
ZTF21abviabc,SN II,0.053467
ZTF21acbfpwj,CV,-1.0
ZTF21acbjxhr,SN Ia,0.085
ZTF20achxjie,AGN,0.356
ZTF21acdenty,SN Ia,0.056
ZTF21acdoyqt,SN II,0.013309
ZTF21abqvyyz,SN Ia,0.102
ZTF21abqhkjd,TDE,0.106
ZTF21abqikvn,SN Ia,0.02836
ZTF21acapxdf,SN Ia,0.074
ZTF21abxfyaw,SN Ia,0.03
ZTF21abvddpq,SN Ia,0.093
ZTF21acdcxfz,SN Ia,0.032
ZTF18acdwuhy,SN Ia,0.08
ZTF21acdoydr,SN Ia,0.061091
ZTF18aafpfwr,SN Ia,0.078
ZTF21abyahbi,SN II,0.076684
ZTF21abxlpkc,SN Ia,0.0661
ZTF21abxdibe,SN Ia,0.094
ZTF21abvrrmy,SN Ia,0.064
ZTF21abuuzrk,SN Ia,0.0523
ZTF21abtwvyl,SN Ia-pec,0.03
ZTF21acchwaw,SN Ia,0.089
ZTF21acbvwej,SN Ia,0.086621
ZTF21acafqtj,SN II,0.014904
ZTF21abyonuw,SN Ia,0.128
ZTF21acaeoms,SN Ia,0.039
ZTF21acbmxgn,SN Ia,0.029
ZTF21abwqrra,CV,-1.0
ZTF21accyvil,SN Ia,0.0715
ZTF21acbuwgu,SN Ia,0.0533
ZTF21abvwuxm,SN Ia,0.048
ZTF18acvbiff,SN Ia,0.033226
ZTF21acbpbia,SN Ia,0.076
ZTF21acbcjwa,SN Ia,0.061
ZTF21abzkgvc,SN Ia,0.098
ZTF21absyjff,SLSN-I,0.32
ZTF18abxhaop,SN Ia,0.059805
ZTF21accibae,SN Ia,0.066
ZTF21abyvjeq,SN Ia,0.1
ZTF21abvgouw,SN Ia,0.11
ZTF21abzcplo,SN Ia,0.059374
ZTF21abvcugy,SN Ib/c,0.028
ZTF21abzxkyv,SN Ia,0.085717
ZTF21abvxguf,SN Ia,0.076
ZTF21abuxuxj,SN Ia,0.02
ZTF21acbcfmh,Nova,-1.0
ZTF21abychwq,SN Ia,0.05558
ZTF21acbutpl,Nova,-1.0
ZTF21abzywja,SN Ia,0.084
ZTF21abxzzys,SN Ia,0.098876
ZTF21abrmefg,SN Ia,0.083
ZTF19aayiili,AGN,0.217
ZTF21acahxze,CV,-1.0
ZTF21acahuzg,CV,-1.0
ZTF21acajcyb,SN Ia,0.08
ZTF21acaegsr,SN Ia,0.03438
ZTF21abwycli,SN II,0.035
ZTF21abuxitb,SN II,0.084
ZTF21abvvivq,SN Ia,0.079
ZTF21abulrsl,SN Ia-91bg-like,0.0478
ZTF21abtuutw,SN Ia,0.079
ZTF21abuffew,SN Ia,0.07
ZTF21absmzcw,SN II,0.081
ZTF21abrfvax,SN Ic,0.0518
ZTF21abybnni,SN Ia,0.074819
ZTF21abyakea,SN Ia,0.047393
ZTF21abxniow,SN Ia,0.080257
ZTF21abvuclg,SN Ia,0.09
ZTF21abtdvpg,SN IIn,0.1265
ZTF21abytufi,CV,-1.0
ZTF21abyazip,SN Ia,0.059
ZTF21abwxext,SN Ia,0.079
ZTF21abwqopp,SN Ia,0.082
ZTF21abvrlup,SN Ia,0.095
ZTF21abmlldj,SN Ib-pec,0.0944
ZTF21abvdazf,SN Ia,0.08
ZTF21abvajfq,SN Ia,0.08
ZTF21abngbrl,SN Ib,0.03
ZTF21abxknvv,SN Ia,0.088
ZTF21abwprfg,SN Ia,0.083
ZTF21abwukki,SN Ia,0.094
ZTF18abffdpa,SN Ia,0.099
ZTF21abxdcmp,SN Ia,0.067
ZTF21abwprfj,SN Ia,0.067
ZTF21absvmds,SN Ia,0.1
ZTF21abiewrh,SN Ia,0.08
ZTF21abmdgyx,SN Ia,0.019
ZTF21abwxaht,SN Ia,0.058
ZTF21abwunpp,SN Ia,0.084
ZTF21abvajfr,SN Ia,0.066
ZTF21abuvury,SN Ibn,0.085
ZTF21abvbhul,SN Ia,0.063
ZTF21abtffrn,SN Ia-pec,0.158
ZTF21abtdlno,SN Ia,0.016
ZTF21aagtqkc,AGN,0.096
ZTF21abwcnpe,SN Ia,0.108
ZTF21abwqrwo,SN Ia,0.09
ZTF21abwfnru,SN Ia,0.055
ZTF21abvtikp,SN Ia,0.093
ZTF21abvbihc,SN Ia,0.050185
ZTF21abvuwbp,SN IIn,0.06
ZTF21abuyyxi,SN Ia,0.05
ZTF21abujgmr,SN IIn,0.048
ZTF21abtzlnh,SN II,0.02712
ZTF21abrmevu,SN Ia,0.074
ZTF21abqfpsc,SN Ia-91T-like,0.076
ZTF21abqgbau,SN Ia,0.0485
ZTF21abhyqlv,SN II,0.049341
ZTF21abvbdyr,SN II,0.02
ZTF21abtxqza,SN Ia,0.046084
ZTF21abrzdqx,SN Ia,0.066
ZTF21abpivbd,SN Ia,0.064
ZTF21abuyhau,SN Ia,0.066
ZTF21acdkbai,SN Ia,0.06
ZTF21absbujl,SN Ia,0.072
ZTF21abrssvd,SN Ia,0.091
ZTF21abrghol,SN Ia,0.0378
ZTF21abfoyac,SN II,0.033
ZTF21abukwfl,SN Ia,0.081222
ZTF21abvdikq,SN II,0.019
ZTF21abujefa,SN Ia-91T-like,0.088
ZTF21abujdzr,SN Ia,0.12
ZTF21abvctva,SN Ia,0.069
ZTF21abtmczy,SN Ia,0.1
ZTF21abutpwh,SN Ia-91T-like,0.06
ZTF21abtbygc,SN Ia,0.063
ZTF21abrxdrk,SN Ia,0.1
ZTF21abqsysj,SN Ia-91T-like,0.04
ZTF21absbwyz,SN Ia,0.09
ZTF21abqjjrb,SN,0.078
ZTF21abujmgh,CV,-1.0
ZTF21abtaxou,SN Ia,0.069477
ZTF21absbrag,SN Ia,0.079
ZTF21abrhggj,SN Ia,0.08
ZTF21abtfogg,SN Ia,0.09
ZTF21abuibjs,SN Ia,0.013
ZTF21abnuldi,SN IIb,0.035
ZTF21aatlewl,AGN,0.20898
ZTF18abgzkmf,SN II,0.013519
ZTF21abuuuuj,SN Ia,0.104175
ZTF21abrpdsp,SN Ia,0.037404
ZTF21abskgap,SN Ia,0.06
ZTF21abshszs,SN Ia,0.078
ZTF21abrskvb,SN Ia,0.083
ZTF21abqueax,SN Ia,0.11
ZTF21abqvzjy,SN II,0.047
ZTF21abpkpuy,SN IIn,0.06
ZTF21abicfyx,SN IIP,0.049
ZTF21abezyhr,SLSN-I,0.19
ZTF21abgkfzh,SN IIn,0.086
ZTF21abeafwt,SN Ic-BL,0.4
ZTF21abouznj,SN II,0.053
ZTF21abioeyq,SN II,0.022596
ZTF21abtcftb,SN Ia,0.001769
ZTF18abrebsb,SN Ia,0.05
ZTF21abrotmc,SN Ia,0.097
ZTF21abljmmv,SN Ia,0.05
ZTF21abqvykn,SN Ia-91bg-like,0.055
ZTF21abplnaw,SN Ia,0.123
ZTF18acxgwpj,CV,-1.0
ZTF21abrlslx,SN Ia,0.076079
ZTF21absjlur,SN Ia-91T-like,0.05
ZTF21abrxoir,SN Ia,0.026657
ZTF21ablwcjh,SN Ia,0.1
ZTF21ablvtrn,SN Ia,0.09
ZTF21ablxfwc,SN Ia,0.0212680008
ZTF21abtcgdo,SN II,0.03
ZTF21abdxhgv,SN Ib/c,0.07
ZTF21abhwnvw,SN Ia,0.062043
ZTF21abrnmtl,CV,-1.0
ZTF21abtxxdq,SN II,0.013122
ZTF21abowsub,SN Ia,0.075855
ZTF21abmxiuf,SN Ib,0.029
ZTF21abmdhes,SN Ia,0.04
ZTF21abhyukx,SN Ia,0.0886
ZTF21abqzays,SN Ia,0.052
ZTF21abprzfg,SN Ia,0.06
ZTF21abdmevk,SN II,0.02833
ZTF21absvlrr,SN Ia,0.0208
ZTF21abqpwpu,SN Ia,0.108
ZTF21abothvq,SN Ia,0.0576
ZTF21abovcii,SN Ia,0.106
ZTF21abscohx,SN Ia,0.041
ZTF21abrapmf,SN Ia,0.07
ZTF21abpxquj,SN IIn,0.012886
ZTF21abpryuv,SN Ia,0.12
ZTF21abjvukz,SN IIn,0.103
ZTF21abrthxx,AGN,0.056
ZTF21abqfttg,SN Ia,0.07
ZTF21abousyu,SN Ia,0.088
ZTF21abousji,SN Ia,0.1141
ZTF21abmspzt,SN Ia,0.09338
ZTF21abfkqnc,SN II,0.048254
ZTF21abpvrhn,SN Ia,0.045
ZTF21abpvssa,SN Ia-pec,0.0495
ZTF18aazijke,SN Ia,0.048
ZTF21ablkaqq,SN Ia,0.12
ZTF21abicgai,SN Ia,0.057
ZTF21abihsrg,SN Ia,0.109
ZTF21abfoxwp,SN Ia,0.068
ZTF21abccaue,SN Ib,0.03975
ZTF21abpjpxr,SN Ia,0.09
ZTF21abouuow,SN Ia,0.039
ZTF21aboyiaf,CV,-1.0
ZTF21abmsppx,SN Ia,0.063092
ZTF21ablwfcp,SN Ia,0.035
ZTF21abovblm,SN Ia,0.068
ZTF21abmzpmc,SN Ia,0.104
ZTF21abkoccb,SN II,0.06
ZTF21abjrysr,TDE,0.059
ZTF21abixcpt,SN II,0.062
ZTF21abqymzg,SN Ia,0.044
ZTF21abowrey,SN Ia,0.028
ZTF21abpjmwx,CV,-1.0
ZTF21abowpnd,SN Ia,0.061306
ZTF21abmqpja,SN Ia,0.1
ZTF21abqqcxf,SN Ia,0.082
ZTF21abmgxyu,SN Ia,0.085
ZTF21abjvwdj,SN II,0.04
ZTF21abplypq,SN II,0.034
ZTF21abotuqo,SN Ia,0.074
ZTF21abnspht,SN Ia,0.074937
ZTF21abmwgdf,SN Ia,0.074
ZTF21abmcori,SN Ia,0.08
ZTF18abfeyey,SN Ia,0.089
ZTF21abjeyoh,SN Ia,0.06
ZTF21abidrcn,SN IIb,0.058
ZTF21abfxhrn,SN II,0.041
ZTF21abdosld,SN Ia,0.076
